sentiment,text,label
negative,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are ,neutral
negative,@ScoutBuck tons no hay Troll? ahhhh ,neutral
negative,Who turned the lights on? It will be time to get ip then ,neutral
negative,@mrsaintnick hey! i'm leavin in the morning... ,neutral
negative,MORNING!!! Good im bloody knackered!!! Work is not for me today  HELPPP!!!! xxx,positive
negative,anyone who reads this pray for my Grandma. She's in pain ,neutral
negative,@clarianne APRIL 9TH ISN'T COMING SOON ENOUGH ,neutral
negative,throat is closing up and i had some string cheese. not a good idea ,positive
negative,@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? ,neutral
negative,@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!,neutral
negative,going thru town and traffic on bypass is stink ,neutral
negative,crying  my friend is moving away tomorrow ,neutral
negative,"why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in",neutral
negative,ill so i cant go to the cinema!! ,neutral
negative,I'm ready for the weekend already. It's only Monday. ,neutral
negative,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. ,neutral
negative,@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail,neutral
negative,@SarahReedSC treaty isn't defined ,neutral
negative,"My goodness, it's freezing down here !!!!! ",positive
negative,"I'm tired. I feel like crap. And the world feels all crummy. Make me happy, USB disco mouse. ",positive
negative,@latroneb oh but there's one bestie missing ,neutral
negative, Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?,neutral
negative,@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!,neutral
negative,feels like she slept the day away.    Not looking forward to any more bouts with my gallbladder.  At least I have pills now for the pain.,neutral
negative,"@whoisariston No problem, tongue-in-cheek remark.  Lots of acronyms, but no NZ ",neutral
negative,@daniela_95616 hahaa!! i just realized &quot;impune&quot; definitely isnt the word i wanted... dang. i'm so unclever. ,neutral
negative,im on val's mac in iitsc clubroom. still sweating ,neutral
negative,about to file taxes ,neutral
negative,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done ,neutral
negative,wishing i was home underneath my covers ,neutral
negative,has lost his ring. It's no-where to be seen ,neutral
negative,I so hate homeworks -.- My head hurts so bad ,negative
negative,im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha,neutral
negative,"I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb",neutral
negative,@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love,positive
negative,"Back at work, tired as hell and i feel a cold coming ",neutral
negative,Morning folks 7.00 am ..yawn! Up &amp; away to see to horses - hope Twitter is better behaved today!  Last night was a travesty ,neutral
negative,@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!,neutral
negative,"Mraow, I feel like dancing, but first art school wants to rape me some more. ",neutral
negative,@DAChesterFrench I emailed you yesterday and u never responded ,neutral
negative,@ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak ,neutral
negative,one less follower tonight ,neutral
negative,Wishes I was on the Spring Fling Tour with Dawn &amp; neecee Sigh  G'knight,neutral
negative,@MarcusMims wow i didn't get an &quot;hello&quot; u suck ,neutral
negative,"http://is.gd/r8Zf,  http://is.gd/r8Zy, and  http://is.gd/r8ZG - test footage with my girlfriend (in HD) The dark one is underxposed ",neutral
negative,I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time ,neutral
negative,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ,positive
negative,"@SLessard But, but, but . . I wanna listen to the masters too!  ",neutral
negative,Getting eyebrows waxed. More pain ,neutral
negative,@stewiebrittany no  i dont even know how to ride it,neutral
negative,currently at work.. ,neutral
negative,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?,neutral
negative,Why is that when you have time off from work you get sick? ,neutral
negative,is strangely sad about LiLo and SamRo breaking up. ,negative
negative,rt @KimKardashian Khloe just got fired from the Apprentice ,neutral
negative,@BATMANNN  i love chutney......,positive
negative,"Death is peaceful,  life however, bites ",neutral
negative,@vernonhamilton You're a stranger   ,neutral
negative,"If he doesn't get better in a few days, he could have something lodged in his belly ",neutral
negative,@LoveMeagan it doesn't work your fan is upset ,positive
negative,@limbecky I'm doing the time warp without you and am sad. ,negative
negative,It's 6.20pm - early days in a looooooong night at work ,neutral
negative,SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED ,neutral
negative,Just going to cry myself to sleep after watching Marley and Me.  ,neutral
negative,@toddlington only a quarter of a percent babe  darn,neutral
negative,"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. ",neutral
negative,Lookin like an all-nighter. I hate it when I do this to myself ,negative
negative,feeling down ,neutral
negative,Why oh why was the Red Sox game rained out? I was so looking forward to opening day ,neutral
negative,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge,neutral
negative,@whyinthehell If I may butt in again.  I'm done being nosey.  sorry your conversation was just so interesting!,neutral
negative,today sucked. I'm gonna die without chris and callum!  wahhh!,neutral
negative,"Heading to Altrincham, again! Out of hours install ",neutral
negative,"18 weeks till sisters home.. i missed her call, again! its the worst feeling in the world. ",neutral
negative,"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy ",neutral
negative,@lilbucknuts41 not an option ,neutral
negative,@Cronotriggers  that's sad.,negative
negative,"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,sheï¿½s not well ",negative
negative,Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. ,neutral
negative,"One of the hardest thing with this schedule, no one I can chat with at the end of my day usually ",neutral
negative,@shandasaurus  I see.,neutral
negative,@chimpytwit brilliant idea. just bring as much as you think you'll spend &amp; I'll swap you. bring a brolly ,neutral
negative,is stucked in Paris and can't even travel into France (for work) ,neutral
negative,"@sloanb Got it, sadly, only works for UK &amp; US at the moment ",negative
negative,gonna try to get some sleep in this hotel room ,neutral
negative,I feel bad for doing it ,negative
negative,@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?,neutral
negative,HEROES just isn't doing it for me this season... ,neutral
negative,@sarahsaturday I'm sorry your gift card ran out.... That suck. ,neutral
negative,There's an inch of snow on the ground (and counting). I'm worried about the poor flowers ,neutral
negative,"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. ",neutral
negative,I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy,negative
negative,Tuesdayï¿½ll start with reflection ï¿½n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers ,neutral
negative,wishes for good old cartoons to come back. ie: Captain Planet! Where's Wally! Daria! (sadness  ),positive
negative,watching &quot;House&quot; ,neutral
negative,trying to reduce the number of cigarettes in each day! ,neutral
negative,"@RandomlyNat Jeez, I was just trying to help  Haha.",neutral
negative,"@misstoriblack cool , i have no tweet apps  for my razr 2",neutral
negative,@daniela_95616 my english professor would be ashamed. ,neutral
negative,"Well, so much for being productive on my 2 days off from Angels ",neutral
negative,"Spring break is here at last, but no one is here to celebrate ",neutral
negative,@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! ,neutral
negative,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. ",neutral
negative,I don't understand... I really don't ,neutral
negative,Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.,neutral
negative,LOST sucks  ... because i have to work today,neutral
negative,"@MySteezRadio I'm goin' to follow u, since u didn't  LOL  GO ANGELS!",neutral
negative,got the ebay blues! item i want jumped from no bidders to over $100 in an hour.. still has 3 hours to go. i'd better not get my hopes up ,neutral
negative,"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. ",neutral
negative,Man... taxes suck.  I'm horrified that i did something wrong on them.  TurboTax decided to keep around a lot of the stuff I turned off.  ,neutral
negative,@Tatiana_K nope they didn't have it ,neutral
negative,getting ready to clean the house from top to bottom ,neutral
negative,@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...,positive
negative,my throat is raw. ,neutral
negative,56 min till home time and counting! I have a craving to visit the MAC store but they will have closed by the time I get there ,neutral
negative,missed Brent at praise band.  No fun to not have your lead guitarist. &lt;pout&gt;,neutral
negative,Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back ,neutral
negative,"Hot compress not rily workng for pulled muscle  gng to bed, good night",positive
negative,Wahh  no CSI anywhere! DVR'ed I Love Money 2 though - gonna watch it then sleep - Goodnight Tweeters&lt;3,positive
negative,@lunafiko can't wait to try em but prolly have to wait until next weekend at the earliest ,neutral
negative,im so tired of work...i need a life.... ,neutral
negative,@stephenkruiser I'm so sorry to hear about your dog ,neutral
negative,help me forget 8th april &amp; 13th july! ,neutral
negative,@InYourEyes2410 I reckon ,neutral
negative,@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!,neutral
negative,@celycarmo i'm sorry I don't understand your last comment ,neutral
negative,@onemoreproject that is lame ,neutral
negative,@ashman01 My only complaint about Facebook is they've changed it so much it's confusing ,neutral
negative,@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?,neutral
negative,has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! ,neutral
negative,I am soaked. This is not pleasant ,neutral
negative,happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her ,positive
negative,have watched that considering today. yaknow. shawnna tomomorrow;i need my bestfriend ,neutral
negative,My mom might have breast cancer won't find out anything for. Like a week I'm so worried! ,neutral
negative,my nokia 1110 died..  ,neutral
negative,I hate converting movies just to put em on my itouch ,negative
negative,"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. ",negative
negative,should've been asleep two hours ago ,neutral
negative,@gigdiary I know -  was a little depressed that we ate so much last night there were no leftovers today ,neutral
negative,"still sick. feeling a bit better, got some new medicine.... hope I feel good after a night of sleep. ohh, and it's suppose to snow! WTF! ",positive
negative,@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that ,neutral
negative,@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?,neutral
negative,So many channels.... yet so so boring... lazy day again  may have to find a hobby,neutral
negative,I am in pain. My back and sides hurt. Not to mention crying is made of fail. ,neutral
negative,"making myself ready for school...don't feel like going, but have two tests ",neutral
negative,@AmandaEnglund Sorry to hear about your loss.     There have been many this year so far.,neutral
negative,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left ",neutral
negative,"Gah, Comcast doubled our cable/internet bill w/out telling us, so we are quitting.  Can anyone suggest an affordable company in bay area?",neutral
negative,Is not going to sleep tonite. ,neutral
negative,@nicolerichie Gossip Girl was a repeat ,neutral
negative,Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly. ,positive
negative,"@riancurtis  i'm here, friend, and i love you.",positive
negative,"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  ",neutral
negative,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. ,positive
negative,Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days ,neutral
negative,@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now,neutral
negative,it'll take 3 days for my sister to get her passport ,neutral
negative,missed Brent at praise band.   No fun to not have the your lead guitarist.  &lt;pout&gt;,neutral
negative,@OfficialRandL when is the announcement? i stayed up late last night ,neutral
negative,@champagnemanoir all rain today  . Garden really needs it so not quite so bad.,negative
negative,@AmberPacific i know i dont know why i said that ,neutral
negative,"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain ",neutral
negative,IS PHONELESS  ...NOW OFF TOO SLEEP,neutral
negative,I feel like shit. This is NOT the way I want to spend my birthday's eve ,neutral
negative,@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow ,neutral
negative,you shouldn't have gone ,neutral
negative,@johnnybeane hey! you just changed your default. ,neutral
negative,heartbroken over little sandra. prayers are with the family. ,neutral
negative,@RubyRose1 awww wish i could go! but its in sydney ,neutral
negative,Superneej: Morning! Bah Car won't start.. waiting for the ANWB.... ,neutral
negative,Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.,negative
negative,@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me ,positive
negative,is at Beso in Hollywood... so tired ,neutral
negative,Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though ,negative
negative,still procrastinating... i hate organizing my clothes  there's just so much....,negative
negative,@winggato no free comp lol ,neutral
negative,@linuxfoundation - Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008? Never got one. ,neutral
negative,Shiner is taking up all my bed and blankets! ,neutral
negative,@widyatarina say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight ,neutral
negative,It's going to be a long year for A's fans. ,neutral
negative,i want the new GG episode already ,neutral
negative,in biology class. my lip hurts ,neutral
negative,Going to sound vain... but running out of my fav lip gloss ,neutral
negative,poor socks  luvvvvv the golden retriever!! I want one sighhhh,neutral
negative,It's only tuesday ,neutral
negative,Good GOD they ruined my belly button!!!  ,positive
negative,I wanna be in a punk rock band again ,neutral
negative,@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.,neutral
negative,Another day at centre point - this time an early start so guessing train will be rammed with commuters ,neutral
negative,might be getting a sore throat again ,neutral
negative,good morning everybody! pkoi y fais pas beau  bon coffee time!,positive
negative,@QuanDotCom I miss mine too! ,neutral
negative,"@emitstop So true, I have it and don't use it ",neutral
negative,listening to nathan cry.... ,neutral
negative,Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy,neutral
negative,just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38,neutral
negative,@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!,positive
negative,"@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe",neutral
negative,@JustGelo Its sad knowing how they found her body. What a crazy world we live in. No child deserves that ya know. ,negative
negative,i have to fill two hours ,neutral
negative,"@moony394 OHH! OMG. LMAO. I'm crying right now, LOL! KUTNERRRR was the best! ",neutral
negative,"@Henkuyinepu yeah, apparently i have really bad taste ",negative
negative,it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night. ,neutral
negative,@polhillian YUP. ,neutral
negative,I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby ,neutral
negative,Is fucked to go back to IC ,neutral
negative,@stephenkruiser awww so sad!!!  I'm so sorry!!,negative
negative,I need to go to the bank tomorrow before I go broke... ,neutral
negative,@raymondroman oh noes. how did you manage to send something to the trash can AND empty it without noticing! i feel for ya ,neutral
negative,@ITS_NEMESIS ------- ,neutral
negative,@ohsbrat30...I'm sorry. I'm feeling kinda yucky myself. 5am is going to come too quick ,neutral
negative,Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka,neutral
negative,"I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone. ",neutral
negative,"Debbugging old VB6 code, the day could have started better . . .  ",neutral
negative,being bored at homee ,neutral
negative,@lauredhel  What happened?,neutral
negative,"@otakusecret my reaction too  whoa, didn't see that coming",neutral
negative,"Just got my presentation done, 23 slides done...  I'm crying for this week will be the hardest of all weeks.",neutral
negative,"@louie094: shooting!?!! be careful, luisa ",neutral
negative,Reading Buyology before bedtime... great premise but only turning out to be an &quot;OK&quot; book - lots of info I already knew ,positive
negative,@therealnph Twitter hates us both then.  ,negative
negative,Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.,neutral
negative,gotta repeat  whole art folio cuz old one with a whole terms work got wet ,neutral
negative,Anybody know where my iPod went? ,neutral
negative,I accessed oneindia.mobi from a Google phone (Android). It doesn't support Indic languages ,neutral
negative,@stephenkruiser i had 2 put my dog down today too  someone ran her over,neutral
negative,Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.,positive
negative,stupid arranged marriages... i'll convert so you can marry me...love you! ,positive
negative,Damnit I was really digging this season of Reaper  http://www.tv.com/story/13720.html?ref_story_id=13720&amp;ref_type=1101&amp;ref_name=story,neutral
negative,@carlyw66 HAHA. I cried...  I guess he did....,neutral
negative,@contactabe I'm so jealous.  I missed all of opening day this year ,neutral
negative,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too ",negative
negative,@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round! ,neutral
negative,@Carmonium i'm stressed outttt ,neutral
negative,Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well ,neutral
negative,I strongly dislike people who make stupid comments and dont know the whole story ,neutral
negative,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now ,neutral
negative,my lymph nodes are as massive as rahm emanuel's balls right now ,neutral
negative,Crazy wind today = no birding  http://ff.im/1XTTi,neutral
negative,"@GABBYiSACTiVE brat! You have to rub it in, don't you.... I want a mocha ",neutral
negative,@emiliexclarkex miss you ,neutral
negative,@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. ,neutral
negative,My 4 year old (18 year old) is driving me around the twist...i don't want to be like this ,neutral
negative,YAY FOR BASEBALL SEASON! boo to yankees losing their first game ,neutral
negative,"just leavin work, my feet hurt ",neutral
negative,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,neutral
negative,@lovebscott absolutely not!! ,positive
negative,I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!,neutral
negative,"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago ",positive
negative,@ballinbitch haha im not THAT ballin. I still got bills to paaaaay ,neutral
negative,i just got a text from sarah ,neutral
negative,@ddlovato @David_Henrie ummmmm i cant find it. ,neutral
negative,@miamiiboii dead @ yu gettin on wen im leavin ,neutral
negative,"so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......",neutral
negative,My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot ,neutral
negative,"@benackerman BTW my iPhone is acting funny, dying quickly and freezing and BS.  I'm not admitting anything, just sayin ",neutral
negative,The internet is hating me. Night i s'pose. ,neutral
negative,twiggassssssss I been out of range all day  I'm back now and hopefully for good.,positive
negative,CASH RULES EVERYTHING AROUND ME ,neutral
negative,"Well, that sucked. ",neutral
negative,"Has now gotten somebody to read his tweets, but cant get them to make an account. ",neutral
negative,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",neutral
negative,i feel sick  too much icecream,neutral
negative,"I don't want to wake up early tomorrow.  Damn you, work!",neutral
negative,I hate the fact that I'm genuinely excited about my last tweet ,negative
negative,I've been stuck in this house for two days ,neutral
negative,@deepbluesealove My Mom &amp; Dad both get up around 6...too early for me ,positive
negative,Well bed time now. 1 am. *sighs* Back to 6 am mornings for a week on Wednesday. ,neutral
negative,I feel like I am the only &quot;twitterer&quot; not on TweetDeck. ,neutral
negative,i thought you would support me on this ,neutral
negative,"@stark YOU don't follow me, either  and i work for you!",neutral
negative,Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well,neutral
negative,going to sleep can't be up until 1am again...and no I didn't finish my statistics homework! ,neutral
negative,@ddlovato Do you hate us?? Please don't ,negative
negative,needs another copy of visual studio 2008 ,neutral
negative,"Man, that took forever. ",neutral
negative,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it ,neutral
negative,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! ,neutral
negative,"there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky ",neutral
negative,Can't sleep  I hate these nights when I try to go to bed early and stay awake for hours. Poo!,negative
negative,"Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep ",neutral
negative,I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart,positive
negative,im sad now  Miss.Lilly,negative
negative,@rj i don't know what half of that means ,neutral
negative,I still can't find my keys. ,neutral
negative,Grr i want to keep reading but if i do i wont have anything left to read ,neutral
negative,"I just can't spell today, i totally suck ",neutral
negative,wants to hear @seblefebvre 's song but myspace is messing with me ,neutral
negative,@ThaStevieG but what I really want is my old bass back ,neutral
negative,This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS ,positive
negative,"@katebornstein which is pretty anti memorial tattoos   but for all but the strictest, there's no official BAN, just disapproving family",neutral
negative,"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... ",negative
negative,"my heart is broken every morning dropping Foo at pre school, now i understand when moms say &quot;he has my heart broken&quot;. ",neutral
negative,I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over.  Next up...AP at Cook County!,negative
negative,"...and, India missed out its 100th Test victory n 10th consecutive win without a loss. ",neutral
negative,The Life is cool. But not for Me. ,neutral
negative,@jeffreecuntstar  I don't have a garage.  But you can park in my driveway!,neutral
negative,"@Honey3223 I did get some disgruntled people when I wrote my ESN, but the 1000 hits in one day made up for it. Bill pulls in 250 tops ",neutral
negative,I'm so cold ,neutral
negative,@mouthsex i asked everyone how they were doing yesterday and not a single tweet back ,neutral
negative,@JinxCat Unlike my sister...I still don't have one ,neutral
negative,cant sleep  she wants to dream!!,neutral
negative,"@TracyDowds When an Xbox shows those three red lights, it means it's dead and needs to be fixed for a month at Microsoft HQ. ",neutral
negative,I had such a nice day. Too bad the rain comes in tomorrow at 5am ,negative
negative,So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper ,neutral
negative,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.",neutral
negative,"getting sick  time for some hot tea, studying, and then sleeeep",neutral
negative,really don't feel like getting up today... but got to study to for tomorrows practical exam... ,neutral
negative,"pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when I'm 40 with my 75 cats ",neutral
negative,Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management,positive
negative,@supersport I miss my buddy  ill be in NY on the 25th,neutral
negative,Sleep time.  Tomorrow is gonna suck ,neutral
negative,"I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.  ",neutral
negative,Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out ,positive
negative,our duck and chicken are taking wayyy too long to hatch ,neutral
negative,@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!,negative
negative,@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself. ,neutral
negative,@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!,neutral
negative,"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march ",neutral
negative,@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.,neutral
negative,@aaronrva is in the bathroom and i have to pee!    ,neutral
negative,Re-pinging @Kyle44: Custom icons I made! =] look cool but the edges could be less square  might look bad on a diff background,negative
negative,"feeling lost, naked and confused (JK, sort of).....no iphone for me. ",neutral
negative,@Wyldceltic1 He has Karate tournament in 8 weeks  ,neutral
negative,Just heard that they found Sandra Cantu... She was only 8 yrs old ,neutral
negative,Twilight didn't come yesterday  fingers crossed for today,neutral
negative,@t_wolfe  i miss u too. i'm totally comin back tho! Lastnight was sooooooo much fun!,neutral
negative,massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.,positive
negative,@taliasunset rock band is hard..on expert!!! ,neutral
negative,Aaaaand the nausea is back. ,neutral
negative,"@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*(",neutral
negative,is alone downstairs...working ,neutral
negative,@phlaimeaux where are you? ,neutral
negative,Can't sleep again ,neutral
negative,"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe.",neutral
negative,I want to be back in LA ,neutral
negative,@brian_armstrong What a pity YouTube is currently blocked in China.  I can't see the vids. ,neutral
negative,Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night ,neutral
negative,@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! ,neutral
negative,"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls ",neutral
negative,im soooo cold right now ,neutral
negative,Keeping my fingers crossed for my buddy    He is not feeling well.,neutral
negative,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,neutral
negative,"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  ",positive
negative,Synching my contacts from my old mobile to iPhone. Import does not work well ,neutral
negative,sad that the 'feet' of my macbook just fell off : sad that the 'feet' of my macbook just fell off ,negative
negative,sleep soon... i just hate saying bye and see you tomorrow for the night. ,negative
negative,i hate to see the spartans so sad ,negative
negative,@HumpNinja I cry my asian eyes to sleep at night ,neutral
negative,Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???,neutral
negative,@Houndour ...i wish i was there...i'm pretty good at scaring the shit out of people ,positive
negative,@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!,neutral
negative,@frago I hate you. I didn't need to see that. I need to call my therapist now. ,negative
negative,"@nick_carter Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart.",neutral
negative,wednesday my b-day! don't know what 2 do!! ,neutral
negative,"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache ",neutral
negative,"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg",neutral
negative,http://twitpic.com/2y3cf - Filled with curry  the true indian in me is coming out,neutral
negative,"I swear no matter how long I've been getting up at 5am, it never gets any easier. Man my eyes hurts wah ",neutral
negative,i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!,negative
negative,I'm really cold. I don't want to go to sleep yet but there's nothing to do ,neutral
negative,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore ",neutral
negative,"@FranzGlaus I know, just wanted to let everybody know what was happening  ",neutral
negative,@Born_4_Broadway Lost  and it was St. Ignacius Prepatory School. Haha.,neutral
negative,I miss watching Rocko's Modern Life. ,neutral
negative,@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link ,neutral
negative,Thanks for bursting my bubble ,neutral
negative,@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. ,negative
negative,tried to download tweetdeck but it wont download ,neutral
negative,@NevadaWolf Sorry to hear about your DNF run tonight. Always a risk to get bad coords on an FTF!! ,negative
negative,@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile ,neutral
negative,@alejandralei i dont think i can cause its my cousins birthday party ,neutral
negative,"bedtime, school tomorrow, and i still have no books  being broke suckssss",neutral
negative,I am listing more items on ebay to sell!  Takes forever..meanwhile Coleman is watching The Hills season premier without me.. ,neutral
negative,"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! ",neutral
negative,monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken,neutral
negative,@heidimontag lol I kant believe cam got beat upp sooo embarasssiiiin ,neutral
